기준분기,상권구분,상권지역,서비스업종,분기매출,분기당_매출건수,주중_매출금액,주말_매출금액
4,골목상권,창덕궁,시계및귀금속,1965000000,3753,678448866,1286551134
4,골목상권,관악해태어린이공원,부동산중개업,870000000,7847,823557190,46442810
4,골목상권,영신초등학교,가구,309301360,765,187322410,121978950
4,골목상권,시흥동 은행나무사거리,시계및귀금속,12083938,80,12083938,0
4,골목상권,방학역 1번,가구,10785124,96,3115703,7669421
4,골목상권,중곡3동주민센터,가구,107387614,454,63211113,44176501
4,골목상권,성신여대운정그린캠퍼스,가구,967532591,2553,563314022,404218569
4,골목상권,호림박물관(성보고등학교),시계및귀금속,3934024,24,3934024,0
4,골목상권,문성초등학교,가전제품,387564122,3951,281134303,106429819
4,골목상권,상계초등학교,시계및귀금속,1927422,72,1653353,274069
4,골목상권,홍은종합사회복지관,시계및귀금속,70326326,218,31887888,38438438
4,골목상권,먹골역 5번,가전제품,3578169,169,3578169,0
4,골목상권,광산사거리,시계및귀금속,52871749,423,52871749,0
3,골목상권,당고개역 5번,가전제품,9385965,96,6894737,2491228
3,골목상권,쌍문2동우체국,가전제품,10943396,38,10943396,0
3,골목상권,제기동역 6번,부동산중개업,39185434,125,0,39185434
3,전통시장,난곡 골목형상점가,시계및귀금속,49861,5,49861,0
3,관광특구,동대문패션타운 관광특구,시계및귀금속,692771805,4111,532425135,160346670
3,발달상권,도곡1동,가전제품,14000000,5,11475410,2524590
3,발달상권,한티역,시계및귀금속,9424760,24,9424760,0
3,골목상권,양천향교역 5번,가전제품,23192693,116,18156411,5036282
3,골목상권,송파책박물관,가전제품,43203165,233,43203165,0
3,골목상권,관악구 중앙길,가구,2274882,14,2274882,0
3,발달상권,원남동사거리,시계및귀금속,11651746,127,11651746,0
3,발달상권,강서구청,가전제품,1144488,54,1144488,0
3,골목상권,성수초등학교,가전제품,15955827,31,15955827,0
3,골목상권,암사역 2번(서울강동초등학교),시계및귀금속,18605011,27,8395763,10209248
3,전통시장,회기시장,가전제품,107722923,293,107082771,640152
3,골목상권,상계2동주민센터,가전제품,233997676,625,150139871,83857805
3,전통시장,장위전통시장,시계및귀금속,20155207,47,16496141,3659066
3,전통시장,제일시장,시계및귀금속,607011924,2722,474752201,132259723
3,골목상권,금천금빛공원(은행나무사거리서측),가구,61640798,125,32017738,29623060
3,골목상권,고대앞사거리,가전제품,2272727,114,2272727,0
3,전통시장,청량리전통시장,가전제품,11260415,122,8715113,2545302
3,전통시장,사가정시장,시계및귀금속,14193562,95,11196075,2997487
3,골목상권,공릉역 2번,시계및귀금속,16255295,69,8956361,7298934
3,골목상권,먹골역 5번,가구,258763329,470,200018014,58745315
3,전통시장,남대문시장(자유상가),가전제품,155607580,952,143958161,11649419
3,전통시장,고덕 골목형상점가,시계및귀금속,13779377,218,13303757,475620
3,전통시장,광장시장(광장전통시장),시계및귀금속,404069499,622,354494430,49575069
3,골목상권,수락산역 4번,시계및귀금속,17280516,35,17280516,0
3,전통시장,망원월드컵시장,가구,49103618,115,34061316,15042302
3,골목상권,학동초등학교,가전제품,92181595,381,92181595,0
3,골목상권,서울지방병무청,가구,284447717,65,284447717,0
3,골목상권,방학초등학교,시계및귀금속,53441141,316,49735437,3705704
3,골목상권,석촌중학교(방이육교),가전제품,386409070,7039,338949461,47459609
3,골목상권,계상초등학교,가구,2829981,14,2829981,0
3,골목상권,강동구립성내도서관,시계및귀금속,1009440,5,1009440,0
3,발달상권,청담사거리(청담동명품거리),가구,8496768256,2017,7205137358,1291630898
3,발달상권,용산전자상가(용산역),가전제품,1.81E+11,481470,1.14E+11,66823238337
3,발달상권,종로3가역,시계및귀금속,1.78E+11,337965,1.36E+11,42032421374
3,골목상권,먹골역 1번,가구,254822733,328,175002523,79820210
3,골목상권,쌍문역1번(쌍리단길),시계및귀금속,11299435,39,10011299,1288136
3,골목상권,우장산역 4번,시계및귀금속,15523452,295,12588180,2935272
3,골목상권,먹골역 5번,시계및귀금속,28527050,246,11341814,17185236
3,발달상권,양재천카페거리,가구,14235267547,69676,10281562440,3953705107
3,골목상권,개봉1동주민센터,가전제품,14793629,153,13452909,1340720
3,골목상권,연천초등학교,시계및귀금속,5826600,102,5748808,77792
3,발달상권,미아사거리,시계및귀금속,804280039,3486,377568310,426711729
3,골목상권,은평세무서,가구,169351143,290,83675107,85676036
3,발달상권,공릉역,가전제품,1128474239,3253,658550117,469924122
3,골목상권,종암경찰서,시계및귀금속,98577315,269,80727475,17849840
3,발달상권,본서부병원,시계및귀금속,5407669,106,3948876,1458793
3,발달상권,월곡역,시계및귀금속,37076611,316,32682711,4393900
3,발달상권,인사동,시계및귀금속,336968736,9575,135778516,201190220
3,골목상권,경신고등학교,시계및귀금속,31188229,217,29643257,1544972
3,발달상권,"신촌역(신촌역, 신촌로터리)",시계및귀금속,710409999,1679,706045338,4364661
3,발달상권,홍대입구역(홍대),가구,1212000000,722,525360006,686639994
3,발달상권,서울남부지방법원,가전제품,387928367,615,304054683,83873684
3,골목상권,모래내우체국,시계및귀금속,8771311,200,7948265,823046
3,전통시장,성내전통시장,시계및귀금속,220386,22,110193,110193
3,골목상권,서일대학교,시계및귀금속,39666147,136,34137558,5528589
3,발달상권,가로수길,시계및귀금속,213000000,1868,38699878,174300122
3,골목상권,구립대학경로당(관악산샘말공원),부동산중개업,67610,9,67610,0
3,발달상권,종로4가,가전제품,97864208,375,97864208,0
3,전통시장,엔터식스 강남점,시계및귀금속,3633652,18,1858252,1775400
3,발달상권,노량진역(노량진),가구,642738106,945,475925173,166812933
3,발달상권,상봉역,시계및귀금속,404506778,929,332878864,71627914
3,발달상권,충무로역,시계및귀금속,55089051,94,55089051,0
3,골목상권,염곡동 구룡사(포이동성당),가구,73000000,17,73000000,0
3,골목상권,신림현대아파트,가전제품,34659352,235,34659352,0
3,골목상권,서강대역 1번,가전제품,289859,9,0,289859
3,발달상권,화곡역,시계및귀금속,35958284,72,35889269,69015
3,발달상권,신논현역,가구,872309586,514,872309586,0
3,골목상권,문성초등학교,가구,94361119,319,66285135,28075984
3,발달상권,신도림역,시계및귀금속,380727929,2057,234939668,145788261
3,골목상권,연신내역 3번,가구,338596145,708,205396408,133199737
3,발달상권,학동사거리,가구,14666698,776,13833486,833212
3,발달상권,강남역,가구,214541575,378,214541575,0
3,골목상권,남가좌파출소,시계및귀금속,17827737,157,17762001,65736
3,발달상권,서울세관,가구,719707999,231,600719781,118988218
3,골목상권,면목동우체국,가전제품,50751789,616,34294037,16457752
3,전통시장,아현가구거리상점가,가구,4216769370,4288,2495486388,1721282982
3,골목상권,가산초등학교(세일중학교),가구,746543085,1086,519101643,227441442
3,전통시장,방학동도깨비시장,시계및귀금속,97699097,448,77879415,19819682
3,골목상권,상신초등학교입구,시계및귀금속,6504958,39,6045326,459632
3,전통시장,창동골목시장,시계및귀금속,73096294,119,55686221,17410073
3,전통시장,우림골목시장,가구,87956957,432,46020770,41936187
3,발달상권,매봉역,가전제품,607283,23,448368,158915
3,발달상권,독산동,시계및귀금속,215806274,1615,200560013,15246261
3,골목상권,답십리사거리,가전제품,110316257,31,110316257,0
3,발달상권,강동구청역,가전제품,5628909670,2268,3257245643,2371664027
3,발달상권,역삼역,시계및귀금속,2875487,93,0,2875487
3,발달상권,목동신시가지,가전제품,6814563,41,0,6814563
3,발달상권,삼성중앙역,가구,2039432091,849,551392248,1488039843
3,전통시장,남문시장,시계및귀금속,37217635,60,22944642,14272993
3,골목상권,성원중학교,가전제품,272155254,496,233112145,39043109
3,골목상권,공항시장역 3번,시계및귀금속,53923865,128,40266991,13656874
3,골목상권,중곡역 3번,시계및귀금속,22402166,61,13464514,8937652
3,전통시장,방신전통시장,시계및귀금속,22220041,110,16147358,6072683
3,골목상권,이대역 5번,가전제품,34657040,116,34657040,0
3,전통시장,중부시장(신중부시장),가구,4364562893,178362,4275084627,89478266
3,전통시장,연희사러가,가전제품,102445662,4256,71793603,30652059
3,전통시장,동묘시장(동묘벼룩시장),가전제품,62193968,730,62193968,0
3,전통시장,뚝섬역상점가,시계및귀금속,42051875,208,39277700,2774175
3,골목상권,청담초등학교,시계및귀금속,2309558770,3295,1129024262,1180534508
3,전통시장,목사랑시장(목4동시장),시계및귀금속,88580951,316,76337485,12243466
3,전통시장,"중곡제일시장(중곡제일골목시장, 광성시장)",시계및귀금속,75566153,223,42876268,32689885
3,골목상권,달마을공원,시계및귀금속,25771825,152,24100805,1671020
3,전통시장,"황학시장(서울중앙시장, 신중앙시장)",가구,1124627694,1887,1088318959,36308735
3,전통시장,길동복조리시장,시계및귀금속,18313392,313,13079027,5234365
3,전통시장,제일평화시장,시계및귀금속,243520000,533,217386667,26133333
3,전통시장,"평화시장(통일상가, 동화상가)",시계및귀금속,449251805,3578,315038468,134213337
3,골목상권,뜸부기어린이공원,가구,109064344,652,91519183,17545161
3,골목상권,신월1파출소,시계및귀금속,22447761,52,21701492,746269
3,전통시장,신곡종합시장(신월6동 골목시장),시계및귀금속,66352815,337,54774178,11578637
3,전통시장,목동깨비시장(목3동시장),시계및귀금속,7269791,32,7226870,42921
3,골목상권,응암정보도서관,시계및귀금속,133662049,231,129489171,4172878
3,골목상권,아현역 1번,시계및귀금속,11426736,186,11337303,89433
3,전통시장,석촌시장,시계및귀금속,79279018,188,45415178,33863840
3,전통시장,관악신사시장,가구,125953180,456,82736739,43216441
3,골목상권,망리단길,가전제품,336571081,379,313234186,23336895
3,전통시장,삼성동 시장(삼성동시장),시계및귀금속,90662,23,90662,0
3,골목상권,신풍역 1번,시계및귀금속,3783784,22,3783784,0
3,골목상권,남천초등학교,시계및귀금속,24967330,136,19588095,5379235
3,관광특구,동대문패션타운 관광특구,가전제품,55813061,545,53969525,1843536
3,골목상권,방배초등학교,시계및귀금속,44469512,114,44469512,0
3,골목상권,중앙고등학교,시계및귀금속,322395745,3751,297409616,24986129
3,골목상권,영등포역 2번,부동산중개업,25928972,3140,19887851,6041121
3,골목상권,방배아이파크아파트,가구,2889014824,4284,1985589418,903425406
3,골목상권,구로초등학교,시계및귀금속,26187354,62,26187354,0
3,골목상권,마천역(마천초등학교),가구,117429368,448,71333038,46096330
3,골목상권,서울대입구역 8번,시계및귀금속,45662,9,45662,0
3,골목상권,등촌1동주민센터,가구,582947287,1084,502827006,80120281
3,골목상권,신림역 8번,가구,687733127,1890,209222050,478511077
3,골목상권,봉천역 6번,시계및귀금속,48424659,51,42589632,5835027
3,골목상권,신대방삼거리역 3번,가구,18308288,54,15835786,2472502
3,골목상권,양지어린이공원,시계및귀금속,29165555,84,8760058,20405497
3,골목상권,학동근린공원,시계및귀금속,83271214,138,83271214,0
3,골목상권,개봉1동주민센터,시계및귀금속,29166362,146,23502731,5663631
3,발달상권,한강성심병원,부동산중개업,228000000,13909,228000000,0
3,골목상권,구산역 1번,가구,265876590,258,111166634,154709956
3,골목상권,연신내역 7번,시계및귀금속,16731129,750,12836696,3894433
3,발달상권,양재화물트럭터미널앞,가구,833307255,190,833307255,0
3,발달상권,군자역,가구,4193253934,5109,2307166491,1886087443
3,발달상권,오류동역,시계및귀금속,149847906,651,121807158,28040748
3,발달상권,논현역,가전제품,30175919,312,16648783,13527136
3,골목상권,수락산디자인거리,시계및귀금속,5574261,87,5208739,365522
3,발달상권,구파발역,시계및귀금속,322703132,382,273485618,49217514
3,발달상권,구산역,시계및귀금속,52271069,324,49078742,3192327
3,골목상권,인수동 우편취급국,가구,21998020,319,19128713,2869307
3,골목상권,신월3동주민센터,가전제품,100513881,450,69075123,31438758
3,골목상권,쌍문2동우체국,가구,29255687,126,29255687,0
3,발달상권,구로전화국,시계및귀금속,229424298,742,182750608,46673690
3,발달상권,장지역(가든파이브),가구,2443552467,2829,1274158684,1169393783
3,골목상권,중화역 4번,시계및귀금속,43563795,99,21670012,21893783
3,골목상권,먹골역 5번,가전제품,2523989,265,2523989,0
3,발달상권,미아사거리역,시계및귀금속,390405712,7816,260813601,129592111
3,골목상권,장스여성병원,시계및귀금속,20852611,172,17954924,2897687
3,발달상권,합정역,시계및귀금속,78281076,464,62300715,15980361
3,골목상권,장안중학교,시계및귀금속,46972956,133,12407951,34565005
3,골목상권,응암정보도서관,가전제품,26079619,139,26079619,0
3,발달상권,서대문역,시계및귀금속,27363067,268,27363067,0
3,발달상권,이태원(이태원역),시계및귀금속,387512139,1241,292216517,95295622
3,발달상권,도산공원교차로,가구,1522625960,851,1189058637,333567323
3,발달상권,영등포역(영등포),시계및귀금속,9617761598,83414,5103554150,4514207448
3,발달상권,"강남구청(청담역_8번, 강남세무서)",가전제품,117334413,1108,117334413,0
3,발달상권,종로구청,시계및귀금속,3265894885,2434,3250647235,15247650
3,발달상권,구의사거리,시계및귀금속,40518309,241,39820702,697607
3,발달상권,홍대입구역(홍대),시계및귀금속,78118856,900,59033160,19085696
3,발달상권,인사동,가전제품,67558144,229,67349631,208513
3,발달상권,논현역,가구,15152169690,5970,10816836243,4335333447
3,골목상권,KB국민은행 망원동지점,가구,18528689,14,18528689,0
3,발달상권,고덕역,가구,617848,12,0,617848
3,골목상권,신길2동우편취급국,시계및귀금속,127518820,1432,124415056,3103764
3,발달상권,화곡역,가전제품,175326574,1770,91138543,84188031
3,골목상권,공항시장역 3번,가구,7900178,75,7900178,0
3,발달상권,역삼역,가구,39099562,557,8570929,30528633
3,골목상권,신월3동주민센터,가구,8010899,49,6376022,1634877
3,발달상권,구역삼세무서,가구,283341459,147,147678220,135663239
3,골목상권,금호삼성래미안아파트,시계및귀금속,12381837,40,8816678,3565159
3,골목상권,화곡역 4번,가구,25659467,329,25659467,0
3,전통시장,로데오거리상점가,시계및귀금속,155328342,706,107433160,47895182
3,골목상권,곰달래도서관,시계및귀금속,52441952,197,37961400,14480552
3,골목상권,성원중학교,가구,56591034,135,3119191,53471843
3,골목상권,구의역 4번,시계및귀금속,70735993,246,61074334,9661659
3,전통시장,우림골목시장,시계및귀금속,21699563,75,16228441,5471122
3,전통시장,도화동 상점가,시계및귀금속,195417953,664,161040433,34377520
3,골목상권,굽은다리역 4번,가전제품,551815,22,551815,0
3,골목상권,경리단길남측,시계및귀금속,6711284,479,4656809,2054475
3,골목상권,목동보건지소,시계및귀금속,25217324,237,18932715,6284609
3,발달상권,신림역(신림),가구,231322212,514,167500755,63821457
3,골목상권,화곡초등학교,시계및귀금속,1530139,62,1320453,209686
3,발달상권,개봉동 현대아파트,가구,53807752,167,53807752,0
3,발달상권,포이사거리(삼호물산),가전제품,83234709,447,83234709,0
3,발달상권,잠실역,시계및귀금속,290504617,1810,279698143,10806474
3,발달상권,송파사거리(송파역),가구,19498108,295,9631441,9866667
3,골목상권,능동우편취급국,가구,72638347,161,67041214,5597133
3,전통시장,대명여울빛거리시장(대명시장),시계및귀금속,12608775,290,9145222,3463553
3,골목상권,동대문역 1번,가전제품,82458915,200,41852864,40606051
3,전통시장,관악중부시장,시계및귀금속,51496233,185,20205813,31290420
3,골목상권,신방화역 2번,가전제품,4800401123,3282,2962405325,1837995798
3,전통시장,수유프라자,가구,126494085,315,118783880,7710205
3,골목상권,천호공원(해공체육문화센터),가구,12235370,48,2519047,9716323
3,골목상권,강동역 4번(강풀만화거리),가전제품,33200074,163,33200074,0
3,전통시장,서울중앙시장(신중앙시장),가구,11953994265,26670,11170565153,783429112
3,골목상권,해방촌 남동측,시계및귀금속,25252174,120,24893479,358695
3,전통시장,청량리전통시장,시계및귀금속,3622019,64,2219124,1402895
3,전통시장,동묘시장(동묘벼룩시장),시계및귀금속,15885397,141,9529572,6355825
3,골목상권,대청초등학교,시계및귀금속,59011474,368,58636493,374981
3,골목상권,언주역 6번,가구,267258133,160,194065789,73192344
3,전통시장,대림상가(청계상가),가전제품,5988024598,15335,5087446773,900577825
3,골목상권,장훈고등학교,시계및귀금속,9196058,62,1633817,7562241
3,전통시장,답십리 건축자재시장,가구,3151546678,56034,3151546678,0
3,전통시장,신당 미래유산 먹거리 골목형상점가,시계및귀금속,6925041,66,4430714,2494327
3,골목상권,석촌역 6번,시계및귀금속,95061290,105,95061290,0
3,전통시장,금남시장,시계및귀금속,190006159,449,141939915,48066244
3,골목상권,상도역 5번,시계및귀금속,23738334,155,23509376,228958
3,전통시장,종로신진시장,시계및귀금속,138952065,633,124592277,14359788
3,전통시장,홍대 걷고싶은 거리,시계및귀금속,140654967,1109,86287395,54367572
3,전통시장,신노량진시장(기능상실),시계및귀금속,4119583,64,1327421,2792162
3,전통시장,마천중앙시장,가전제품,68611599,656,44156806,24454793
3,골목상권,남성역 1번,시계및귀금속,69992588,250,54090486,15902102
3,골목상권,남구로역 2번,가구,5787234,31,4237082,1550152
3,전통시장,개봉중앙시장,시계및귀금속,9288682,102,7990841,1297841
3,전통시장,남구로시장,가구,43121222,211,33843677,9277545
3,전통시장,연서시장,시계및귀금속,73673899,312,51038699,22635200
3,골목상권,삼성산자연공원(서울금천초등학교),시계및귀금속,26176604,99,26176604,0
3,전통시장,낙원시장(낙원지하시장(대일상가)),가전제품,1323659857,9714,1171093949,152565908
3,전통시장,사당1동먹자골목상점가(사당1동먹자골목),부동산중개업,141738878,109,7268660,134470218
3,전통시장,신원시장,시계및귀금속,4923369,12,4923369,0
3,전통시장,도곡시장,시계및귀금속,624413246,647,622190501,2222745
3,골목상권,신월7동주민센터,시계및귀금속,24439064,97,24413484,25580
3,골목상권,시흥4동주민센터(서울신흥초등학교),시계및귀금속,2990357,72,1356015,1634342
3,관광특구,잠실 관광특구,가구,103999920,84,81871474,22128446
3,관광특구,명동 남대문 북창동 다동 무교동 관광특구,시계및귀금속,17282006097,61771,13164143493,4117862604
3,관광특구,명동 남대문 북창동 다동 무교동 관광특구,가구,95929891,213,80926638,15003253
3,관광특구,명동 남대문 북창동 다동 무교동 관광특구,가전제품,342640762,2731,308819952,33820810
3,관광특구,강남 마이스 관광특구,가구,8443170204,4794,4215188146,4227982058
3,골목상권,남구로역 3번,가구,148761818,442,93606483,55155335
3,골목상권,방이역 1번,가구,12878686,19,7891352,4987334
3,골목상권,영신여고,시계및귀금속,542412,24,542412,0
3,발달상권,상계백병원,가구,12379686,22,2807764,9571922
3,골목상권,신림현대아파트,가구,109527054,303,38605576,70921478
3,골목상권,국악고교사거리,가전제품,219902510,290,219902510,0
3,골목상권,남구로역 5번,가전제품,15334895,98,7527440,7807455
3,골목상권,사당5동주민센터,가전제품,7257669,51,7257669,0
3,발달상권,가산디지털단지,가전제품,2689254714,10744,2588986688,100268026
3,발달상권,서울대입구역,가구,52403153,288,32794342,19608811
3,발달상권,학동역,가구,12132584889,14976,7391463161,4741121728
3,발달상권,오금역,시계및귀금속,4710708,95,4573469,137239
3,골목상권,인헌고등학교(인헌중학교),시계및귀금속,45280340,452,39599715,5680625
3,발달상권,합정역,가구,14931429,224,0,14931429
3,골목상권,방학중학교,시계및귀금속,20424412,82,18724524,1699888
3,골목상권,상계2동주민센터,가구,21392583,54,19482531,1910052
3,골목상권,상계초등학교,시계및귀금속,13238740,66,11927974,1310766
3,발달상권,홍제역,가구,30489782,191,16975089,13514693
3,발달상권,강남을지병원,시계및귀금속,993445042,638,631107902,362337140
3,발달상권,강변역(테크노마트),시계및귀금속,303927576,3383,175207435,128720141
3,골목상권,수락산역 4번,가전제품,117000000,361,66638885,50361115
3,발달상권,상수역(홍대),부동산중개업,639064565,42100,473444276,165620289
3,발달상권,암사역,시계및귀금속,14494943,107,6182261,8312682
3,발달상권,강남을지병원,가구,722840058,713,435682157,287157901
3,골목상권,서울여자간호대학교,시계및귀금속,13718750,42,13718750,0
3,골목상권,망우역 1번,가전제품,4068426968,9988,2773791676,1294635292
3,발달상권,을지로3가역,가구,122419778,2373,112353700,10066078
3,골목상권,돌곶이역 5번,시계및귀금속,38559985,98,37098457,1461528
3,골목상권,중화역 4번,가구,23819443,94,22805866,1013577
3,발달상권,목동사거리,가전제품,3822791806,7831,2933593900,889197906
3,골목상권,보문역 5번,시계및귀금속,14259307,71,14204315,54992
3,발달상권,여의도역(여의도),시계및귀금속,180812091,2274,180026395,785696
3,발달상권,여의도역(여의도),가전제품,194300,6,194300,0
3,골목상권,홍릉시장,가전제품,1111363636,1251,736363636,375000000
3,골목상권,강동역 4번(강풀만화거리),시계및귀금속,878406,44,878406,0
3,골목상권,이태원엔틱가구거리,가구,395373627,435,304299168,91074459
3,전통시장,방산종합시장(방산시장),가구,1358502091,41929,1070417988,288084103
3,골목상권,장안근린공원,시계및귀금속,17430123,53,17008341,421782
3,전통시장,영천시장,시계및귀금속,111462953,418,111200181,262772
3,전통시장,창동역상점가,시계및귀금속,122523577,338,92279673,30243904
3,전통시장,강북종합전통시장(강북종합골목시장),시계및귀금속,11415411,65,1076773,10338638
3,발달상권,구로디지털단지,가전제품,43324413,188,11324413,32000000
3,골목상권,오산중학교,시계및귀금속,16309246,74,15127168,1182078
3,발달상권,석촌역(석촌호수),시계및귀금속,40348154,102,36200778,4147376
3,발달상권,선릉역,가구,584965803,16867,536906976,48058827
3,발달상권,대림3동사거리,가구,23409736,132,23409736,0
3,발달상권,석촌고분역,시계및귀금속,35950018,137,32326277,3623741
3,골목상권,KB국민은행 망원동지점,시계및귀금속,79734829,242,63425872,16308957
3,발달상권,보라매역,시계및귀금속,1671130,135,1057819,613311
3,전통시장,남대문시장(자유상가),시계및귀금속,2575298015,47521,1951031628,624266387
3,전통시장,은행나무시장,시계및귀금속,909463,36,909463,0
3,전통시장,화양제일골목시장,시계및귀금속,3528807,27,1854039,1674768
3,전통시장,대조시장,가구,2931209,39,2931209,0
3,전통시장,밤나무골시장,시계및귀금속,4524736,12,4524736,0
3,전통시장,백학시장,가전제품,22304548,265,16204613,6099935
3,전통시장,창신골목시장,시계및귀금속,1905483,22,1905483,0
3,전통시장,성동용답상가시장,시계및귀금속,188624937,406,173955396,14669541
3,전통시장,제일시장,가구,1125281566,1682,773928473,351353093
3,전통시장,"황학시장(서울중앙시장, 신중앙시장)",시계및귀금속,95326757,480,74852035,20474722
3,전통시장,응암오거리상점가,시계및귀금속,16231047,43,231047,16000000
3,전통시장,연희사러가,시계및귀금속,17664330,147,14790372,2873958
3,골목상권,암사역 2번(서울강동초등학교),가전제품,4632627621,2123,3180001391,1452626230
3,전통시장,백학시장,시계및귀금속,4604366,10,4604366,0
3,전통시장,송화벽화시장(송화골목시장),시계및귀금속,17066848,130,15305219,1761629
3,골목상권,화원중학교,가구,524101679,1044,370845625,153256054
3,골목상권,암사동성당(효정하나플러스아파트),시계및귀금속,11550863,127,11472374,78489
3,골목상권,신방화역 2번,시계및귀금속,104555275,469,87436095,17119180
3,전통시장,숭례문수입상가(남대문시장),시계및귀금속,40174754,365,40174754,0
3,전통시장,신영시장,가구,12616773,211,8544805,4071968
3,전통시장,고척골목시장상점가(그라운드 고척),시계및귀금속,29514707,27,29474680,40027
3,골목상권,아현역 2번,가전제품,12589337,674,6956099,5633238
3,전통시장,공덕시장,시계및귀금속,8098472,254,7517826,580646
3,전통시장,용산용문시장,시계및귀금속,19158032,66,18772669,385363
3,전통시장,서서울 골목형상점가,가전제품,35003280,344,25770744,9232536
3,관광특구,동대문패션타운 관광특구,가구,3707855918,13815,3275192142,432663776
3,관광특구,종로?청계 관광특구,가전제품,2290012628,16297,1927698471,362314157
3,관광특구,강남 마이스 관광특구,가전제품,55855797,130,55855797,0
3,골목상권,구로4동주민센터,가전제품,120561365,2507,104007798,16553567
3,골목상권,그라운드 고척,시계및귀금속,18778958,56,18742761,36197
3,골목상권,경찰병원역 3번,가구,18303285,18,18303285,0
3,골목상권,사근동살곶이상점가,시계및귀금속,8020101,669,7773870,246231
3,골목상권,노원초등학교,가전제품,30575836,14,25398234,5177602
3,골목상권,문정역 2번,시계및귀금속,7052604,201,7052604,0
3,골목상권,서울역 15번,가구,14347377,78,11537004,2810373
3,골목상권,신정역 5번,시계및귀금속,4122847,75,3648208,474639
3,골목상권,충정로역 7번,가구,39842614,135,28802844,11039770
3,골목상권,금산초등학교(금천고등학교),시계및귀금속,29860465,80,29827242,33223
3,골목상권,방배초등학교,가구,12203254,81,12203254,0
3,골목상권,신월문화체육센터,시계및귀금속,3041380,24,144828,2896552
3,골목상권,상도역 5번,가전제품,8744636,22,8744636,0
3,골목상권,개화산역 1번,가전제품,285614834,2689,219327311,66287523
3,골목상권,마포구청역 4번,가전제품,10480491465,4070,7460209045,3020282420
3,발달상권,강남역,시계및귀금속,486014378,3759,358969487,127044891
3,골목상권,화곡역 4번,시계및귀금속,6579445,40,3063711,3515734
3,전통시장,왕십리도선동상점가,시계및귀금속,34139165,152,16919869,17219296
3,전통시장,행당시장상점가,시계및귀금속,52404440,118,42455477,9948963
3,골목상권,굽은다리역 3번,부동산중개업,489384,110,440007,49377
3,골목상권,대흥역 2번,시계및귀금속,169487740,668,145903552,23584188
3,전통시장,인현시장,시계및귀금속,30411841,180,28777349,1634492
3,전통시장,고분다리전통시장,시계및귀금속,32857541,57,32857541,0
3,골목상권,경의선책거리,가구,55359153,24,18007452,37351701
3,골목상권,신방화역 2번,가구,10232383,47,6296851,3935532
3,전통시장,선유도역 골목형상점가,시계및귀금속,417724315,1487,417014417,709898
3,골목상권,해오름공원,가구,15456289,318,12027419,3428870
3,골목상권,신당역 3번,가구,337829493,885,230896552,106932941
3,골목상권,명지대학교,시계및귀금속,26887486,219,12150286,14737200
3,골목상권,창신역 1번,시계및귀금속,8435344,44,3572223,4863121
3,골목상권,방화역 3번,시계및귀금속,22261412,569,18506040,3755372
3,골목상권,솔숲어린이공원,가구,640292,8,185891,454401
3,전통시장,중랑동부시장(중랑교종합상가),시계및귀금속,4936955,30,4936955,0
3,전통시장,방이시장,시계및귀금속,25944796,300,23473863,2470933
3,전통시장,대림중앙 골목형상점가,부동산중개업,15521375,705,11758617,3762758
3,전통시장,동남상가,시계및귀금속,165049789,765,107728373,57321416
3,전통시장,서원동상점가,시계및귀금속,147494939,1122,95913858,51581081
3,전통시장,불광먹자골목 골목형상점가,시계및귀금속,153373784,308,140269526,13104258
3,전통시장,강남시장(강남구 강남시장),가구,18164776,18,18164776,0
3,골목상권,응암3동주민센터,가구,50410971,180,24772995,25637976
3,전통시장,목동깨비시장(목3동시장),가구,46392247,199,19436507,26955740
3,전통시장,세운상가가동,가전제품,2163839306,15653,1802184579,361654727
3,전통시장,충신시장,시계및귀금속,46000000,30,46000000,0
3,전통시장,망원시장,시계및귀금속,11959973,171,8062288,3897685
3,전통시장,세종마을음식문화거리(금천교시장),시계및귀금속,4823529,352,4588235,235294
3,전통시장,숭례문수입상가(남대문시장),가전제품,185617804,1613,163446413,22171391
3,전통시장,고척근린시장,시계및귀금속,13841908,54,11925505,1916403
3,골목상권,묘곡초등학교(고덕아이파크아파트),시계및귀금속,1306393,108,762063,544330
3,골목상권,금천구청역 1번 출입구,시계및귀금속,85483323,280,78032599,7450724
3,전통시장,남구로시장,시계및귀금속,31091914,110,19320535,11771379
3,골목상권,신월2동주민센터,시계및귀금속,26741168,634,14970030,11771138
3,전통시장,봉천현대시장,시계및귀금속,12949966,129,12812929,137037
3,전통시장,화곡중앙시장,가구,107224402,75,90974738,16249664
3,골목상권,자양한강도서관,시계및귀금속,11314585,100,11314585,0
3,전통시장,영림시장,부동산중개업,762032387,5886,762032387,0
3,골목상권,문성초등학교,시계및귀금속,38549793,74,11367341,27182452
3,관광특구,종로?청계 관광특구,시계및귀금속,10973060418,21142,7855739698,3117320720
3,골목상권,난곡초등학교(난곡동벽화마을),가구,13083889,62,7937146,5146743
3,골목상권,신원동주민센터,시계및귀금속,70260245,347,70110094,150151
3,골목상권,시흥4동주민센터(서울신흥초등학교),가구,21992663,46,21992663,0
3,골목상권,가산동우체국,시계및귀금속,58576610,99,58576610,0
3,골목상권,거여역 1번(거여공원),가전제품,255807295,522,214510301,41296994
