기준분기,상권구분,상권지역,서비스업종,분기매출,분기당_매출건수,주중_매출금액,주말_매출금액
3,발달상권,등촌역,부동산중개업,641972,143,427981,213991
3,발달상권,서울역,시계및귀금속,56988078,6643,54987514,2000564
3,발달상권,등촌역,가구,2738264281,3135,1625623199,1112641082
3,발달상권,오목교역,시계및귀금속,1215811709,1594,1181956404,33855305
3,발달상권,구의사거리,가구,156854585,475,131300138,25554447
3,발달상권,코엑스,가구,8443170204,4794,4215188146,4227982058
3,발달상권,코엑스,시계및귀금속,5814133,15,5814133,0
3,발달상권,개나리아파트,가구,507180575,223,158386911,348793664
3,발달상권,신도림역,가구,2671796668,2890,1394893598,1276903070
3,발달상권,신용산역(용산역),가전제품,5469223459,15917,3042251858,2426971601
3,발달상권,학동사거리,시계및귀금속,635144994,419,452230397,182914597
3,전통시장,남부종합시장,시계및귀금속,2053783,29,2053783,0
3,전통시장,삼양골목시장(삼양시장),시계및귀금속,4631325,44,995984,3635341
3,전통시장,"남부골목시장(남부화곡시장, 남부시장)",시계및귀금속,39477157,271,37714303,1762854
3,전통시장,공릉동 도깨비시장,가구,7024238,40,7024238,0
3,전통시장,장위전통시장,가전제품,51319899,908,40656613,10663286
3,발달상권,신사역,가구,894000000,5455,770927984,123072016
3,발달상권,가산디지털단지,가구,230313260,1148,230313260,0
3,발달상권,가산디지털단지,시계및귀금속,39885982,977,38975956,910026
3,발달상권,사당역(사당),가구,1025903886,10144,847196737,178707149
3,발달상권,장지역(가든파이브),시계및귀금속,227471867,4550,180639425,46832442
3,발달상권,왕십리역(왕십리),가구,360000000,1182,319590205,40409795
3,발달상권,북촌(안국역),시계및귀금속,189605123,462,186137944,3467179
3,발달상권,선정릉역,가구,78886793,45,78886793,0
3,발달상권,남부터미널역,가전제품,1769130298,8976,1458600246,310530052
3,발달상권,방배동가구거리(사당동가구거리),가구,2680472108,2976,1131048108,1549424000
3,전통시장,독산동 우시장,시계및귀금속,1014084,16,1014084,0
3,전통시장,쌍문시장(쌍문역골목시장),시계및귀금속,11901484,73,11776779,124705
3,전통시장,"동원전통종합시장(동원시장, 동원전통시장 상점가)",시계및귀금속,99059555,227,80057213,19002342
3,전통시장,답십리현대시장,가구,6937202,77,3773838,3163364
3,전통시장,전곡시장,가전제품,91609213,397,44093400,47515813
3,전통시장,삼익패션타운(남대문시장),시계및귀금속,10652960,11,10652960,0
3,전통시장,신영시장,시계및귀금속,46553444,410,29757560,16795884
2,발달상권,"신촌역(신촌역, 신촌로터리)",시계및귀금속,619419178,1780,608944344,10474834
2,골목상권,서울대입구역 8번,시계및귀금속,3561644,36,3561644,0
2,골목상권,그라운드 고척,시계및귀금속,904923,21,904923,0
2,골목상권,시흥동 은행나무사거리,시계및귀금속,21473575,107,7800001,13673574
2,발달상권,공릉역,시계및귀금속,52013554,70,46495891,5517663
2,전통시장,전곡시장,가구,36238566,169,27140373,9098193
2,전통시장,방신전통시장,시계및귀금속,8372336,60,3245401,5126935
2,발달상권,양재화물트럭터미널앞,시계및귀금속,303183,15,303183,0
2,골목상권,신정역 5번,시계및귀금속,4644020,93,4644020,0
2,발달상권,은마아파트,가구,95752548,45,95752548,0
2,골목상권,독산동정훈단지,가구,23049984,60,19401242,3648742
2,골목상권,종암동주민센터,시계및귀금속,30878125,256,30878125,0
2,골목상권,방학역 1번,시계및귀금속,19131975,101,14234100,4897875
2,발달상권,삼각지역,부동산중개업,7700000,18,7700000,0
2,골목상권,방이역 1번,가구,34027508,38,15972095,18055413
2,전통시장,새마을시장,시계및귀금속,13508411,194,9907009,3601402
2,발달상권,강서구청,시계및귀금속,2048023,40,2048023,0
2,전통시장,용산용문시장,가구,67000000,12,67000000,0
2,골목상권,새남터성지,가전제품,422158294,384,422158294,0
2,발달상권,서울남부지방법원,가전제품,298867645,509,217269691,81597954
2,발달상권,등촌역,부동산중개업,641972,96,641972,0
2,발달상권,강변역(테크노마트),가구,1223916924,1633,669145599,554771325
2,골목상권,창신역 1번,시계및귀금속,545293,11,545293,0
2,골목상권,신월3동주민센터,가구,6727521,49,6727521,0
2,골목상권,이태원엔틱가구거리,가구,175081471,417,126899177,48182294
2,전통시장,백학시장,가전제품,35923319,517,32475529,3447790
2,전통시장,제일시장,가구,934422131,1768,614023734,320398397
2,전통시장,"황학시장(서울중앙시장, 신중앙시장)",시계및귀금속,79716399,296,56300862,23415537
2,골목상권,광운대역 1번,시계및귀금속,7117058,116,5609933,1507125
2,전통시장,남대문시장(자유상가),가전제품,90467714,944,80072345,10395369
2,골목상권,광진정말공원,가구,1337793,27,0,1337793
2,골목상권,까치산역 1번,시계및귀금속,17890143,52,14731732,3158411
2,발달상권,서래마을카페거리(서래마을),시계및귀금속,28575972,73,28575972,0
2,발달상권,보라매역,시계및귀금속,2813349,136,2757083,56266
2,전통시장,행당시장상점가,가구,31000000,19,30420561,579439
2,골목상권,서강대역 1번,가전제품,289859,9,0,289859
2,전통시장,왕십리도선동상점가,시계및귀금속,46780568,126,36053827,10726741
2,골목상권,개봉1동주민센터,가전제품,25199446,91,0,25199446
2,골목상권,홍릉시장,시계및귀금속,478383,17,478383,0
2,발달상권,상계백병원,시계및귀금속,1009785,110,1009785,0
2,골목상권,석촌중학교(방이육교),가전제품,376955047,6765,316138989,60816058
2,골목상권,성자초등학교,가구,14167271,28,14167271,0
2,전통시장,신곡종합시장(신월6동 골목시장),시계및귀금속,51162865,373,37851796,13311069
2,발달상권,언주역(차병원),가구,171000000,8,171000000,0
2,골목상권,노량진초등학교,가구,43935716,147,15488130,28447586
2,전통시장,충신시장,시계및귀금속,46000000,45,46000000,0
2,전통시장,망원시장,시계및귀금속,57378740,211,40607624,16771116
2,전통시장,홍대 걷고싶은 거리,시계및귀금속,49466125,453,34177109,15289016
2,전통시장,마천중앙시장,가전제품,74019527,477,53614724,20404803
2,골목상권,관악구 중앙길,가구,10969194,21,9547393,1421801
2,전통시장,용산용문시장,시계및귀금속,17517487,32,17517487,0
2,전통시장,월정로시장,가구,13068103,143,12007758,1060345
2,전통시장,도곡시장,시계및귀금속,390433350,687,378846968,11586382
2,전통시장,상도도깨비 골목형상점가,시계및귀금속,9030928,68,9030928,0
2,전통시장,영등포시장기계공구상가,가구,8856357,89,0,8856357
2,전통시장,미성동 도깨비시장 골목형상점가,시계및귀금속,9919622,67,9919622,0
2,골목상권,방배아이파크아파트,가구,3687916282,4763,2545916813,1141999469
2,전통시장,남구로시장,가구,30097300,117,24330405,5766895
2,전통시장,사당시장,가전제품,1813763425,1334,1405489023,408274402
2,전통시장,사당1동먹자골목상점가(사당1동먹자골목),부동산중개업,21805981,254,7268660,14537321
2,골목상권,신월2동주민센터,시계및귀금속,47383288,899,33371603,14011685
2,전통시장,도곡시장,가구,42403002,136,26840486,15562516
2,관광특구,동대문패션타운 관광특구,가구,3521114713,8634,3498667982,22446731
2,골목상권,영신초등학교,시계및귀금속,83808902,153,76724516,7084386
2,관광특구,잠실 관광특구,가구,27211753,47,661397,26550356
2,골목상권,삼전역 1번,가구,68748133,141,67337915,1410218
2,골목상권,문성초등학교,시계및귀금속,30549032,79,17884270,12664762
2,관광특구,강남 마이스 관광특구,가구,8761157030,5252,3918193202,4842963828
2,골목상권,방배역 3번,가구,724382048,123,724382048,0
2,골목상권,신림역 8번,가구,1698073158,3375,1102802679,595270479
2,골목상권,신림현대아파트,가전제품,12402822,85,8589864,3812958
2,골목상권,창덕궁,시계및귀금속,2221000000,4144,1031850444,1189149556
2,골목상권,신정네거리역 2번,가구,49152038,100,45413200,3738838
2,골목상권,시흥초등학교(시흥1동우체국),시계및귀금속,14927258,35,14674682,252576
2,발달상권,마들역,시계및귀금속,25373539,483,23957799,1415740
2,골목상권,우장산역 4번,시계및귀금속,42886491,532,23738272,19148219
2,발달상권,"강남구청(청담역_8번, 강남세무서)",가구,4480905418,1436,3005449047,1475456371
2,골목상권,시흥초등학교(시흥1동우체국),가구,21605840,81,7240875,14364965
2,골목상권,암사역 2번(서울강동초등학교),시계및귀금속,3862051,34,3862051,0
2,골목상권,양지어린이공원,시계및귀금속,19468528,114,17682918,1785610
2,골목상권,서울지방병무청,가구,28771723,130,18963181,9808542
2,골목상권,푸른들청소년도서관,시계및귀금속,46638842,181,17026305,29612537
2,발달상권,오금역,가전제품,153278,10,153278,0
2,골목상권,금천구립가산도서관,시계및귀금속,3703253,76,3703253,0
2,발달상권,미아사거리역,시계및귀금속,428169446,10582,306728192,121441254
2,골목상권,방학중학교,시계및귀금속,20960134,57,20187458,772676
2,골목상권,상계초등학교,시계및귀금속,9232562,72,4742590,4489972
2,골목상권,수락산디자인거리,가구,59365930,234,42373817,16992113
2,발달상권,도곡1동,가전제품,14000000,10,12849765,1150235
2,발달상권,한성대입구역,가구,36518385,49,36518385,0
2,발달상권,롯데백화점(시청광장 지하쇼핑센터),시계및귀금속,7970086530,3919,6202133296,1767953234
2,발달상권,신정네거리역,가구,1176795099,1047,543740179,633054920
2,발달상권,영등포역(영등포),시계및귀금속,9231184199,81585,5084613968,4146570231
2,발달상권,신용산역(용산역),시계및귀금속,74077083,377,73753388,323695
2,골목상권,먹골역 1번,가구,177893456,242,115400476,62492980
2,발달상권,종로3가역,가구,208000000,27,0,208000000
2,발달상권,길동역,가구,10447935,309,9245462,1202473
2,골목상권,숭곡초등학교,시계및귀금속,44401247,110,38854603,5546644
2,발달상권,삼청동,시계및귀금속,39504840,731,17206670,22298170
2,골목상권,외대앞역 1번,가구,1144615,9,1144615,0
2,골목상권,서울여자간호대학교,시계및귀금속,3447917,20,3447917,0
2,발달상권,동대문역사문화공원역,시계및귀금속,54531809,315,54531809,0
2,골목상권,은평세무서,가구,112251976,437,87422297,24829679
2,발달상권,목동신시가지,시계및귀금속,269396910,2579,159330862,110066048
2,발달상권,명일역,시계및귀금속,65133492,692,57175737,7957755
2,발달상권,아차산역,가전제품,629118667,1886,359189109,269929558
2,골목상권,상봉역 4번,가구,117815793,230,99644349,18171444
2,발달상권,목동사거리,가구,255595814,583,159422865,96172949
2,골목상권,경신고등학교,시계및귀금속,15104536,209,15006130,98406
2,골목상권,아차산역 5번,가구,3922882767,3878,2394644759,1528238008
2,골목상권,신내1동주민센터,시계및귀금속,46336278,156,46216500,119778
2,골목상권,러스크서울병원,시계및귀금속,9836207,60,9106583,729624
2,발달상권,신도림역,가전제품,1919541402,6082,1403986530,515554872
2,발달상권,뱅뱅사거리,시계및귀금속,49149680,241,34519313,14630367
2,발달상권,구역삼세무서,가구,304413052,258,91120604,213292448
2,발달상권,대치사거리,가구,2095449894,3214,1546006999,549442895
2,골목상권,사근동살곶이상점가,시계및귀금속,3587940,422,3165830,422110
2,전통시장,장미원골목시장,시계및귀금속,28137564,63,17228473,10909091
2,골목상권,자양4동주민센터,가구,19159086,115,17721795,1437291
2,전통시장,영천시장,시계및귀금속,73443479,299,69501904,3941575
2,골목상권,황학코아루아파트,시계및귀금속,8826727,28,8011325,815402
2,전통시장,창동역상점가,시계및귀금속,33417887,234,14985366,18432521
2,전통시장,강북종합전통시장(강북종합골목시장),시계및귀금속,20215801,121,17276940,2938861
2,골목상권,성원중학교,가전제품,204883359,589,200390303,4493056
2,골목상권,공항시장역 3번,시계및귀금속,23627672,96,15567877,8059795
2,골목상권,연희임광아파트,가구,328000000,78,328000000,0
2,발달상권,"총신대입구역(이수, 총신대)",가구,1928027701,1166,1921773253,6254448
2,발달상권,구로전화국,가구,137630282,1488,135322520,2307762
2,발달상권,서울대입구역,가전제품,2435128844,7590,1485261333,949867511
2,발달상권,석촌고분역,시계및귀금속,9205137,108,8101353,1103784
2,발달상권,잠실역,시계및귀금속,423994078,2515,121087663,302906415
2,발달상권,남부터미널역,시계및귀금속,42621115,1893,37859145,4761970
2,전통시장,대명여울빛거리시장(대명시장),시계및귀금속,21000000,175,12501767,8498233
2,전통시장,남문시장,시계및귀금속,10793578,60,7513762,3279816
2,전통시장,은행나무시장,시계및귀금속,368983,25,368983,0
2,전통시장,강북북부골목시장,시계및귀금속,1667546,77,1010215,657331
2,골목상권,암사역 2번(서울강동초등학교),가전제품,3083538568,1875,1891196463,1192342105
2,전통시장,충신시장,가전제품,8240378,199,8240378,0
2,전통시장,제일시장,시계및귀금속,795375291,3393,454681776,340693515
2,전통시장,뚝섬역상점가,시계및귀금속,15604736,139,12333521,3271215
2,골목상권,화곡초등학교,시계및귀금속,10348273,131,7832045,2516228
2,전통시장,답십리현대시장,가구,9989571,111,8935116,1054455
2,전통시장,광장시장(광장전통시장),시계및귀금속,602632182,970,437546475,165085707
2,골목상권,성동구보건소,가전제품,12756757,383,6378378,6378379
2,골목상권,동묘앞역 2번,시계및귀금속,5905988,56,5905988,0
2,전통시장,대림상가(청계상가),가전제품,1171390396,11084,1147172743,24217653
2,골목상권,강서고등학교,시계및귀금속,35589955,88,24826982,10762973
2,골목상권,모래내우체국,가전제품,6650618218,3510,4162042097,2488576121
2,골목상권,명지대학교,시계및귀금속,2498612,67,2498612,0
2,골목상권,면목역 3번,시계및귀금속,7726563,28,7546875,179688
2,전통시장,목동깨비시장(목3동시장),가구,106233989,340,84555899,21678090
2,골목상권,태릉시장 특화거리,가전제품,44531184,174,25367764,19163420
2,골목상권,성동세무서,시계및귀금속,1846882,10,1846882,0
2,골목상권,해방촌 남동측,시계및귀금속,16655435,96,16344566,310869
2,전통시장,수일시장,시계및귀금속,83581455,228,69629005,13952450
2,전통시장,고척근린시장,시계및귀금속,9366285,88,1383096,7983189
2,골목상권,장안제일시장,시계및귀금속,2215384,24,2215384,0
2,전통시장,엔터식스 강남점,시계및귀금속,10664236,18,7231796,3432440
2,전통시장,공덕시장,시계및귀금속,6886247,295,6733446,152801
2,골목상권,장승배기역 5번,가구,14306166,87,11776603,2529563
2,골목상권,신대방역 3번,부동산중개업,1126151,140,633460,492691
2,골목상권,장훈고등학교,시계및귀금속,15326763,93,15326763,0
2,전통시장,문정동 로데오거리 상점가(문정동 로데오거리),시계및귀금속,9245966,114,9030818,215148
2,전통시장,서서울 골목형상점가,가전제품,124286652,328,84175139,40111513
2,전통시장,신원시장,시계및귀금속,5863550,24,6,5863544
2,전통시장,까치산시장,가전제품,9715517,287,8895843,819674
2,골목상권,남구로역 3번,가전제품,3857585,86,3571517,286068
2,관광특구,잠실 관광특구,시계및귀금속,463748286,2498,165755212,297993074
2,골목상권,봉천역 4번(봉천110안전센터),가구,100662371,332,50678244,49984127
2,골목상권,용두동신동아아파트,시계및귀금속,61397939,126,56302475,5095464
2,골목상권,난우초등학교,가구,38332721,153,28622277,9710444
2,골목상권,선일여고,시계및귀금속,1319151,24,1319151,0
2,골목상권,관악해태어린이공원,부동산중개업,870000000,9586,740621591,129378409
2,골목상권,서강대학교,가전제품,705045303,1549,460379781,244665522
2,골목상권,문성초등학교,가구,115335368,357,72596091,42739277
2,골목상권,거여역 1번(거여공원),가전제품,107150654,711,101591443,5559211
2,골목상권,논현초등학교,가전제품,49280000,23,49280000,0
2,골목상권,마천역(마천초등학교),가구,100652113,506,64468802,36183311
2,골목상권,NH농협은행 상도동지점,시계및귀금속,43808949,282,38388761,5420188
2,골목상권,개봉1동주민센터,시계및귀금속,33955070,106,30161506,3793564
2,골목상권,서초중학교,시계및귀금속,27205811,398,27205811,0
2,골목상권,신림역 8번,가전제품,4637411360,2011,3065071966,1572339394
2,발달상권,양재화물트럭터미널앞,가구,23917247,76,23917247,0
2,발달상권,양재화물트럭터미널앞,가전제품,724403447,557,222950535,501452912
2,골목상권,포이초등학교(개포목련어린이공원),가전제품,188389801,646,125593200,62796601
2,발달상권,구파발역,시계및귀금속,518365244,539,402879543,115485701
2,골목상권,원신초등학교(구세군관악영문교회),가전제품,58357676,310,58357676,0
2,골목상권,인헌고등학교(인헌중학교),시계및귀금속,25007097,473,15066005,9941092
2,골목상권,도봉산입구,시계및귀금속,40329901,277,38787876,1542025
2,발달상권,종로3가역,시계및귀금속,1.88E+11,343040,1.49E+11,38707887198
2,발달상권,장지역(가든파이브),가구,2105891405,2727,1354682298,751209107
2,골목상권,수락산디자인거리,시계및귀금속,9928501,51,9014696,913805
2,발달상권,양재역,시계및귀금속,218926136,1009,205964979,12961157
2,발달상권,학동역,가구,9829836302,14992,6601327896,3228508406
2,골목상권,상계역,시계및귀금속,1538462,76,1538462,0
2,골목상권,경춘선숲길 우측,시계및귀금속,11481372,64,5203603,6277769
2,발달상권,강남을지병원,가구,542070422,324,359986048,182084374
2,골목상권,수락산역 4번,가구,7040333,25,7040333,0
2,발달상권,연신내역,가전제품,96428020,978,76500848,19927172
2,발달상권,도산공원교차로,가구,1933742211,1185,1139081517,794660694
2,골목상권,석관중앙교회,가구,8534425,68,6773353,1761072
2,골목상권,갈현건영아파트,시계및귀금속,5875161,396,5393823,481338
2,발달상권,강변역(테크노마트),시계및귀금속,358664784,3275,231533401,127131383
2,발달상권,가로수길,시계및귀금속,216151326,2070,93238734,122912592
2,발달상권,신설동역,가전제품,52609706,197,47097744,5511962
2,골목상권,중암중학교,가전제품,122971,18,122971,0
2,발달상권,을지로3가역,가구,86859747,2034,60220227,26639520
2,발달상권,뚝섬역,가구,1170748557,570,1170748557,0
2,발달상권,합정역,가전제품,19477169,127,7001597,12475572
2,발달상권,등촌역,가구,3601060971,3594,2209476068,1391584903
2,발달상권,구의역,시계및귀금속,37339367,333,36751132,588235
2,발달상권,마포역,시계및귀금속,4122011,453,3870669,251342
2,발달상권,오목교역,시계및귀금속,998172215,832,998002903,169312
2,골목상권,상월곡역 1번,시계및귀금속,2353234,20,2353234,0
2,골목상권,보문역 4번,가구,185327677,409,117911299,67416378
2,발달상권,고속터미널(고속터미널역),시계및귀금속,14162405360,27680,10499898832,3662506528
2,발달상권,신논현역,가구,760633373,1801,760633373,0
2,발달상권,선릉역,시계및귀금속,2861608,14,2410961,450647
2,골목상권,양천향교역 5번,가구,596912644,800,596912644,0
2,발달상권,학동역,시계및귀금속,13469634,321,10788301,2681333
2,발달상권,학동사거리,시계및귀금속,5537137084,2931,5274777038,262360046
2,전통시장,청량리수산시장,가구,469133728,828,376483492,92650236
2,골목상권,영신초등학교,가전제품,522368113,2494,517949561,4418552
2,전통시장,"수유전통시장(수유시장, 수유골목시장)",시계및귀금속,139429448,304,109544089,29885359
2,골목상권,동교초등학교,시계및귀금속,34744644,230,34258251,486393
2,발달상권,문정역,가구,2153864152,800,1927991701,225872451
2,발달상권,신당역,부동산중개업,29000000,64,0,29000000
2,발달상권,대림3동사거리,시계및귀금속,24408215,51,22889732,1518483
2,발달상권,장지역(가든파이브),시계및귀금속,178498511,4283,143708696,34789815
2,발달상권,선정릉역,가구,5330189,30,5330189,0
2,골목상권,금호삼성래미안아파트,시계및귀금속,16797772,9,15000000,1797772
2,발달상권,대치사거리,부동산중개업,195000000,26157,145708470,49291530
2,골목상권,화곡역 4번,가구,96720781,1124,91801584,4919197
2,발달상권,성수대교남단,시계및귀금속,433101632,2479,433101632,0
2,골목상권,청담초등학교,시계및귀금속,3290328936,3216,1464433908,1825895028
2,전통시장,뚝도시장,시계및귀금속,121044120,333,120892512,151608
2,전통시장,관악중부시장,시계및귀금속,21618084,165,11373951,10244133
2,전통시장,독산동 맛나는거리상점가(독산동 맛나는거리),시계및귀금속,12964611,68,11599915,1364696
2,골목상권,달마을공원,시계및귀금속,28586763,224,21515773,7070990
2,전통시장,정릉시장,시계및귀금속,9749406,217,9523446,225960
2,골목상권,화원중학교,시계및귀금속,11768410,46,8760491,3007919
2,골목상권,신월1파출소,시계및귀금속,18507462,44,1343283,17164179
2,골목상권,굽은다리역 3번,부동산중개업,290778,55,290778,0
2,전통시장,응암오거리상점가,시계및귀금속,6628158,57,5776172,851986
2,전통시장,연희사러가,시계및귀금속,3014151,70,2944054,70097
2,골목상권,해오름공원,시계및귀금속,25736932,180,21801401,3935531
2,전통시장,고덕 골목형상점가,시계및귀금속,22721024,339,14458833,8262191
2,전통시장,길동복조리시장,시계및귀금속,120400748,505,98985815,21414933
2,골목상권,체부동홍종문가옥,시계및귀금속,19015769,120,19015769,0
2,전통시장,영등포유통상가,가전제품,334647695,1216,186850189,147797506
2,전통시장,목2동시장,시계및귀금속,28589660,130,28071474,518186
2,골목상권,강동역 4번(강풀만화거리),가전제품,9344430,70,9344430,0
2,골목상권,아현역 2번,가전제품,11181471,620,7570603,3610868
2,전통시장,신정1동 골목시장(신정제일시장),시계및귀금속,7720207,77,7655797,64410
2,골목상권,신풍역 1번,시계및귀금속,10918919,54,10918919,0
2,전통시장,소공지하도상가,시계및귀금속,478597337,4275,465494528,13102809
2,전통시장,신영시장,가구,37407256,190,31721269,5685987
2,전통시장,방이시장,시계및귀금속,56117767,354,48051250,8066517
2,전통시장,신노량진시장(기능상실),시계및귀금속,3021027,63,2883708,137319
2,전통시장,대림중앙 골목형상점가,부동산중개업,12934479,706,9406894,3527585
2,전통시장,신림중앙시장(조원동 펭귄시장),시계및귀금속,9465889,38,7661580,1804309
2,골목상권,묘곡초등학교(고덕아이파크아파트),시계및귀금속,5362886,93,3342684,2020202
2,관광특구,명동 남대문 북창동 다동 무교동 관광특구,가구,25823781,212,25005422,818359
2,관광특구,강남 마이스 관광특구,시계및귀금속,1173482541,982,1038405986,135076555
2,골목상권,푸른동산공원,시계및귀금속,26532787,108,26504787,28000
2,골목상권,영신여고,시계및귀금속,306581,48,117916,188665
2,골목상권,문정초등학교,시계및귀금속,3096053,10,3096053,0
2,골목상권,우리은행응암동지점,시계및귀금속,29869012,615,27833809,2035203
2,골목상권,공릉역 2번,시계및귀금속,13634684,138,12264962,1369722
2,골목상권,헌인가구단지,가구,309758159,514,135124120,174634039
2,골목상권,은천초등학교(은천교앞),시계및귀금속,27882919,776,27882919,0
2,골목상권,관악구신사동주민센터,가구,5522124,69,2300885,3221239
2,골목상권,사당역 10번,시계및귀금속,109710826,297,85971234,23739592
2,골목상권,송파나루역 3번,가구,13704976,30,13704976,0
2,골목상권,성자초등학교,시계및귀금속,113307468,384,113307468,0
2,골목상권,남구로역 5번,가전제품,10986440,98,8351012,2635428
2,골목상권,신월시영아파트중문,가구,102031612,276,57515889,44515723
2,발달상권,포이사거리(삼호물산),가전제품,288811190,541,288811190,0
2,골목상권,영서중학교,시계및귀금속,31701808,36,31657581,44227
2,골목상권,문성초등학교,가전제품,397071422,3416,311297544,85773878
2,골목상권,신월3동주민센터,가전제품,115989113,638,85752314,30236799
2,발달상권,연희동,시계및귀금속,8795890,65,7696314,1099576
2,골목상권,상계2동주민센터,가구,16732055,53,14592797,2139258
2,발달상권,용산전자상가(용산역),가전제품,1.84E+11,426252,1.11E+11,72666711401
2,발달상권,서울대입구역,가구,122466105,509,76960778,45505327
2,골목상권,행당역 2번,시계및귀금속,35368761,196,26206330,9162431
2,골목상권,구립대학경로당(관악산샘말공원),부동산중개업,653563,32,653563,0
2,발달상권,장지역(가든파이브),가전제품,203057289,1156,177487496,25569793
2,골목상권,도봉구보건소,시계및귀금속,38623715,711,35117908,3505807
2,발달상권,금호역,시계및귀금속,47133202,362,41695521,5437681
2,발달상권,장안동사거리,시계및귀금속,14252945,720,9593843,4659102
2,발달상권,오금역,시계및귀금속,5160164,89,4782759,377405
2,골목상권,수락산역 4번,가전제품,117000000,339,63584898,53415102
2,발달상권,도곡1동,가구,306204481,341,131250018,174954463
2,골목상권,수유역 2번,가구,95131264,67,95131264,0
2,발달상권,공릉역,가전제품,1689677341,3757,987245636,702431705
2,발달상권,성신여대,시계및귀금속,150742939,1250,107270647,43472292
2,골목상권,4.19민주묘지역 2번,시계및귀금속,62761724,292,56640051,6121673
2,발달상권,성신여대,가구,73086304,248,57673546,15412758
2,발달상권,한성대입구역,시계및귀금속,11893108,337,9059493,2833615
2,골목상권,돌곶이역 5번,가전제품,62878645,176,30760928,32117717
2,골목상권,장스여성병원,시계및귀금속,40084665,257,32700930,7383735
2,발달상권,이태원(이태원역),시계및귀금속,509662927,1856,415504407,94158520
2,발달상권,학동사거리,가구,51837257,833,51144800,692457
2,골목상권,망우역 1번,가전제품,4104908787,9782,2075972169,2028936618
2,골목상권,장안중학교,시계및귀금속,53719779,187,50472588,3247191
2,골목상권,서일대학교,시계및귀금속,76999930,297,65952844,11047086
2,골목상권,응암동우체국,가구,56939794,106,55785609,1154185
2,발달상권,노량진역(노량진),가구,573120554,773,323975058,249145496
2,골목상권,중화역 4번,가구,76967297,192,73334637,3632660
2,발달상권,영등포역(영등포),가전제품,242199238,1165,151855381,90343857
2,골목상권,연신내역 3번,가구,318955322,874,212220762,106734560
2,발달상권,신설동역,시계및귀금속,35758463,320,27707383,8051080
2,발달상권,종로4가,시계및귀금속,15919859318,21002,12121266810,3798592508
2,발달상권,아차산역,가구,4229276931,1550,4098519944,130756987
2,발달상권,상봉역,가전제품,1182358815,2799,829407731,352951084
2,발달상권,서촌(경복궁역),시계및귀금속,51319958,23,51319958,0
2,발달상권,약수역,시계및귀금속,135545076,717,97192808,38352268
2,발달상권,충무로역,시계및귀금속,38743833,167,38743833,0
2,발달상권,건대입구역(건대),시계및귀금속,571372591,3877,292207338,279165253
2,발달상권,인사동,가전제품,60155940,105,23249176,36906764
2,발달상권,종각역,시계및귀금속,1456557019,9913,931708116,524848903
2,발달상권,고덕역,가구,21933595,86,21933595,0
2,발달상권,성수역,시계및귀금속,6492622,21,4057889,2434733
2,발달상권,목동사거리,가전제품,4521733203,9069,2383516887,2138216316
2,골목상권,등촌3동주민센터,시계및귀금속,62476116,511,55805945,6670171
2,발달상권,화곡역,가전제품,240698957,2511,212497605,28201352
2,골목상권,장안근린공원,시계및귀금속,28143374,116,26034466,2108908
2,발달상권,논현역,시계및귀금속,110796015,208,94746155,16049860
2,발달상권,대치역,시계및귀금속,53592121,460,50340676,3251445
2,발달상권,개나리아파트,가구,646218599,376,430469942,215748657
2,골목상권,서울역 15번,가구,58575422,152,52395968,6179454
2,골목상권,충정로역 7번,가구,70689153,150,49091588,21597565
2,발달상권,신대방삼거리역,시계및귀금속,23386023,415,16730449,6655574
2,골목상권,공항시장역 1번,가구,67324074,327,43754814,23569260
2,발달상권,신도림역,시계및귀금속,533218435,2203,381009596,152208839
2,골목상권,공항시장역 1번,시계및귀금속,68218416,300,30587730,37630686
2,발달상권,교대역(법원.검찰청),부동산중개업,481818,96,481818,0
2,발달상권,가산디지털단지,가전제품,1473223779,6651,1439101956,34121823
2,발달상권,"총신대입구역(이수, 총신대)",시계및귀금속,772986622,1275,589479329,183507293
2,골목상권,중곡역 3번,시계및귀금속,15700862,85,11119832,4581030
2,전통시장,영등포역지하도상점가,시계및귀금속,3567776607,4967,1615509112,1952267495
2,골목상권,등촌3동주민센터,가구,262150187,331,100596521,161553666
2,전통시장,비단길현대시장(현대시장),시계및귀금속,134415929,317,113531594,20884335
2,전통시장,방학동도깨비시장,시계및귀금속,125748545,534,66986903,58761642
2,전통시장,삼양골목시장(삼양시장),시계및귀금속,19010843,37,19010843,0
2,전통시장,우림골목시장,가전제품,10561668,165,8337291,2224377
2,골목상권,곰달래도서관,시계및귀금속,68016165,210,46196728,21819437
2,발달상권,강남구청역,시계및귀금속,224431688,158,79760039,144671649
2,발달상권,가산디지털단지,가구,241797979,1149,237377379,4420600
2,골목상권,길동주민센터(강동도서관),시계및귀금속,30492906,176,28192422,2300484
2,골목상권,화곡역 4번,시계및귀금속,37698713,140,37045791,652922
2,발달상권,삼성역,가전제품,15623999,130,15623999,0
2,골목상권,화곡2동주민센터,가구,33539212,48,13620384,19918828
2,발달상권,역삼역,시계및귀금속,1668562,38,926979,741583
2,발달상권,남부터미널역,가전제품,2144076361,8448,2090979352,53097009
2,발달상권,석촌고분역,가구,429915165,296,259313909,170601256
2,발달상권,삼성중앙역,가구,358764574,491,36184698,322579876
